transaction_id,account_id,customer_id,card_network,card_type,product,txn_ts,amount_inr,currency,merchant_name,merchant_category,merchant_city,merchant_country,channel,auth_type,status,decline_reason,is_international,fx_rate,amount_base_inr,risk_score,fraud_label,device_id,ip_country
txn_00063_d85c16bd,ACC1430,CUST89822,AMEX,CREDIT,Branded Cards,2025-07-21T04:47:53.844789+05:30,129.3,INR,QuickServices,Other,Delhi,IN,ECOM,online,APPROVED,,0,,129.3,44,0,dev_3992f837d4,IN
txn_00064_bf012e32,ACC9691,CUST38197,VISA,CREDIT,Branded Cards,2025-09-30T23:14:59.844789+05:30,75,INR,TasteHub,Dining,Hyderabad,IN,ATM,atm_pin,APPROVED,,0,,75,9,0,,IN
txn_00065_9b69554d,ACC8242,CUST64287,RUPAY,DEBIT,Branded Cards,2025-10-28T06:41:12.844789+05:30,107.93,INR,CityCab,Travel,Hyderabad,IN,ECOM,online,APPROVED,,0,,107.93,48,0,dev_6ca974d079,IN
txn_00066_4d29d1ab,ACC4460,CUST27987,VISA,DEBIT,Branded Cards,2025-11-01T03:59:49.844789+05:30,75,INR,MediPlus,Pharmacy,Hyderabad,IN,ECOM,online,APPROVED,,0,,75,30,0,dev_010e0630cd,IN
txn_00067_04cc3ede,ACC8532,CUST20205,AMEX,CREDIT,Branded Cards,2025-10-16T17:34:22.844789+05:30,88.42,INR,DailyMart,Grocery,Kolkata,IN,POS,contactless,APPROVED,,0,,88.42,27,0,,IN
txn_00068_96c044d0,ACC7560,CUST78676,RUPAY,DEBIT,Branded Cards,2025-12-16T00:07:34.844789+05:30,75,INR,HealthFirst,Pharmacy,Mumbai,IN,POS,contactless,APPROVED,,0,,75,28,0,,IN
txn_00069_328067a1,ACC3842,CUST88957,AMEX,DEBIT,Branded Cards,2025-11-26T14:40:09.844789+05:30,502.08,INR,UrbanCart,Ecomm,Delhi,IN,POS,chip_pin,APPROVED,,0,,502.08,46,0,,IN
txn_00070_117b355b,ACC8682,CUST67961,VISA,CREDIT,Branded Cards,2025-07-28T03:30:36.844789+05:30,154.46,INR,FunZone,Entertainment,Ahmedabad,IN,ECOM,online,APPROVED,,0,,154.46,45,0,dev_2650ee7a92,IN
txn_00071_0a8076ec,ACC8368,CUST84928,AMEX,CREDIT,Branded Cards,2025-07-23T07:40:55.844789+05:30,287.17,INR,NetConnect,Utilities,Mumbai,IN,POS,contactless,DECLINED,INVALID_PIN,0,,287.17,34,0,,IN
txn_00072_28a39779,ACC6962,CUST58870,AMEX,DEBIT,Branded Cards,2025-10-25T00:25:48.844789+05:30,86.19,INR,QuickServices,Other,Bangalore,IN,POS,contactless,APPROVED,,0,,86.19,50,0,,IN
txn_00073_4f40c22f,ACC7171,CUST94343,RUPAY,DEBIT,Branded Cards,2025-10-13T09:52:57.844789+05:30,75,INR,GreenLeaf Grocers,Grocery,Chennai,IN,POS,chip_pin,APPROVED,,0,,75,47,0,,IN
txn_00074_81f7f3fb,ACC9843,CUST79013,VISA,DEBIT,Branded Cards,2025-12-27T02:16:27.844789+05:30,103.45,INR,LocalStore,Other,Bangalore,IN,POS,chip_pin,APPROVED,,0,,103.45,13,0,,IN
txn_00075_9c4ffb46,ACC5668,CUST68841,MASTERCARD,DEBIT,Branded Cards,2025-11-06T19:05:34.844789+05:30,120.95,INR,SkyRoute,Travel,Delhi,IN,ECOM,online,APPROVED,,0,,120.95,45,0,dev_f83ccec76c,IN
txn_00076_d11fc8c0,ACC4271,CUST89254,MASTERCARD,DEBIT,Branded Cards,2025-12-01T05:25:59.844789+05:30,257.23,INR,StarCinemas,Entertainment,Chennai,IN,ECOM,online,APPROVED,,0,,257.23,27,0,dev_f76b2d5b09,IN
txn_00077_e27718c5,ACC6727,CUST13495,VISA,DEBIT,Branded Cards,2025-09-21T12:35:47.844789+05:30,121.23,INR,NetConnect,Utilities,Mumbai,IN,ECOM,online,APPROVED,,0,,121.23,45,0,dev_38e916da57,IN
txn_00078_2387eaf6,ACC8685,CUST68799,RUPAY,DEBIT,Branded Cards,2025-08-01T14:20:39.844789+05:30,243.06,INR,UrbanCart,Ecomm,Mumbai,IN,POS,chip_pin,APPROVED,,0,,243.06,7,0,,IN
txn_00079_d6312a80,ACC9189,CUST88215,VISA,CREDIT,Branded Cards,2025-08-21T13:56:13.844789+05:30,75,INR,SpiceTrail,Dining,Delhi,IN,POS,contactless,APPROVED,,0,,75,31,0,,IN
txn_00080_fd034ada,ACC9316,CUST82633,MASTERCARD,CREDIT,Branded Cards,2025-12-31T00:19:10.844789+05:30,105.99,INR,Cafe Mosaic,Dining,Bangalore,IN,POS,chip_pin,APPROVED,,0,,105.99,28,0,,IN
txn_00081_551ff086,ACC3185,CUST15811,RUPAY,CREDIT,Branded Cards,2025-10-06T18:39:20.844789+05:30,75,INR,HealthFirst,Pharmacy,Hyderabad,IN,ECOM,online,APPROVED,,0,,75,65,0,dev_bc94f79dba,IN
txn_00082_e2c328aa,ACC1686,CUST51365,AMEX,CREDIT,Branded Cards,2025-10-17T19:46:15.844789+05:30,124.49,INR,PlayArena,Entertainment,Ahmedabad,IN,ECOM,online,APPROVED,,0,,124.49,29,0,dev_ca0b36e356,IN
txn_00083_f945f2fd,ACC4060,CUST75038,RUPAY,DEBIT,Branded Cards,2025-07-11T20:25:16.844789+05:30,75,INR,SpiceTrail,Dining,Pune,IN,POS,chip_pin,APPROVED,,0,,75,30,0,,IN
txn_00084_e95f176c,ACC6776,CUST90589,AMEX,DEBIT,Branded Cards,2025-09-16T04:32:21.844789+05:30,75,INR,FuelPoint,Fuel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,75,49,0,,IN
txn_00085_5ef787b8,ACC7095,CUST68188,VISA,CREDIT,Branded Cards,2025-12-16T17:38:22.844789+05:30,75,INR,HealthFirst,Pharmacy,Delhi,IN,ATM,atm_pin,APPROVED,,0,,75,41,0,,IN
txn_00086_9ca3fbb3,ACC5678,CUST74382,MASTERCARD,DEBIT,Branded Cards,2025-11-15T10:04:13.844789+05:30,75,INR,HealthFirst,Pharmacy,Hyderabad,IN,POS,chip_pin,DECLINED,SUSPECTED_FRAUD,0,,75,21,0,,IN
txn_00087_d9f2dd0d,ACC3580,CUST93584,MASTERCARD,CREDIT,Branded Cards,2025-11-22T01:22:26.844789+05:30,119.02,INR,StarCinemas,Entertainment,Ahmedabad,IN,ATM,atm_pin,APPROVED,,0,,119.02,23,0,,IN
txn_00088_ffe575f6,ACC8842,CUST78903,MASTERCARD,CREDIT,Branded Cards,2025-09-21T23:37:42.844789+05:30,75,INR,ShopSphere,Ecomm,Pune,IN,ECOM,online,DECLINED,LIMIT_EXCEEDED,0,,75,42,0,dev_4f10d4de39,IN
txn_00089_1fc905f8,ACC9488,CUST30056,VISA,CREDIT,Branded Cards,2025-10-20T08:32:26.844789+05:30,148.09,INR,NetConnect,Utilities,Mumbai,IN,POS,contactless,APPROVED,,0,,148.09,13,0,,IN
txn_00090_9780c215,ACC3526,CUST32439,MASTERCARD,DEBIT,Branded Cards,2025-07-20T15:47:56.844789+05:30,215.72,INR,UrbanCart,Ecomm,Hyderabad,IN,ECOM,online,APPROVED,,0,,215.72,27,0,dev_a480a8a23d,IN
txn_00091_4a27ebf2,ACC5949,CUST73300,AMEX,CREDIT,Branded Cards,2025-11-03T23:45:00.844789+05:30,75,INR,FreshBasket,Grocery,Bangalore,IN,ATM,atm_pin,APPROVED,,0,,75,44,0,,IN
txn_00092_586a346a,ACC7532,CUST27139,AMEX,DEBIT,Branded Cards,2025-10-02T19:47:08.844789+05:30,112.65,INR,FuelPoint,Fuel,Bangalore,IN,POS,contactless,APPROVED,,0,,112.65,51,0,,IN
txn_00093_f1fac6e7,ACC7442,CUST76249,VISA,DEBIT,Branded Cards,2025-09-10T05:46:15.844789+05:30,226.35,GBP,UrbanCart,Ecomm,Mumbai,GB,POS,chip_pin,APPROVED,,1,109.69,24828.51,64,0,,IN
txn_00094_49e1cd13,ACC2204,CUST60639,MASTERCARD,DEBIT,Branded Cards,2025-08-28T22:08:19.844789+05:30,113.11,USD,FreshBasket,Grocery,Hyderabad,US,POS,contactless,APPROVED,,1,81.76,9247.5,48,0,,IN
txn_00095_79474bfa,ACC9508,CUST69898,AMEX,CREDIT,Branded Cards,2025-11-27T16:27:44.844789+05:30,88.12,INR,SkyRoute,Travel,Kolkata,IN,POS,contactless,APPROVED,,0,,88.12,7,0,,IN
txn_00096_54cc1e2a,ACC2795,CUST64596,MASTERCARD,DEBIT,Branded Cards,2025-08-09T03:20:00.844789+05:30,75,INR,PowerGrid,Utilities,Kolkata,IN,ATM,atm_pin,APPROVED,,0,,75,50,0,,IN
txn_00097_3e00980e,ACC1517,CUST85047,VISA,DEBIT,Branded Cards,2025-07-10T10:32:03.844789+05:30,104.51,INR,TasteHub,Dining,Pune,IN,ECOM,online,APPROVED,,0,,104.51,60,0,dev_d225d4a0fc,IN
txn_00098_7a768555,ACC9609,CUST59391,MASTERCARD,CREDIT,Branded Cards,2025-10-17T08:13:48.844789+05:30,95.48,INR,FunZone,Entertainment,Kolkata,IN,POS,chip_pin,APPROVED,,0,,95.48,13,0,,IN
txn_00099_cb9faf6d,ACC5480,CUST47721,RUPAY,DEBIT,Branded Cards,2025-12-04T17:39:21.844789+05:30,145.6,INR,LocalStore,Other,Hyderabad,IN,POS,chip_pin,APPROVED,,0,,145.6,36,0,,IN
txn_00100_1bf645f6,ACC4920,CUST41779,RUPAY,DEBIT,Branded Cards,2025-12-23T19:12:03.844789+05:30,75,INR,PowerGrid,Utilities,Hyderabad,IN,POS,chip_pin,APPROVED,,0,,75,39,0,,IN
txn_00101_52380bf2,ACC5676,CUST94659,MASTERCARD,CREDIT,Branded Cards,2025-12-21T11:16:42.844789+05:30,155.2,INR,FreshBasket,Grocery,Kolkata,IN,POS,contactless,APPROVED,,0,,155.2,35,0,,IN
txn_00102_025f5543,ACC5888,CUST84443,MASTERCARD,CREDIT,Branded Cards,2025-08-04T10:37:43.844789+05:30,85.12,INR,CityCab,Travel,Delhi,IN,ATM,atm_pin,DECLINED,NETWORK_ERROR,0,,85.12,23,0,,IN
txn_00103_41dc1c60,ACC4050,CUST11846,AMEX,DEBIT,Branded Cards,2025-10-11T03:47:38.844789+05:30,75,INR,PlayArena,Entertainment,Ahmedabad,IN,ECOM,online,APPROVED,,0,,75,58,0,dev_75bb2aa146,IN
txn_00104_546252e7,ACC5947,CUST86344,MASTERCARD,CREDIT,Branded Cards,2025-08-12T14:07:09.844789+05:30,75,INR,HealthFirst,Pharmacy,Chennai,IN,POS,chip_pin,APPROVED,,0,,75,21,0,,IN
txn_00105_7a6a2107,ACC3509,CUST69634,AMEX,DEBIT,Branded Cards,2025-08-03T00:55:56.844789+05:30,253.64,INR,ShopSphere,Ecomm,Mumbai,IN,POS,chip_pin,APPROVED,,0,,253.64,23,0,,IN
txn_00106_1cb9b73a,ACC2011,CUST81781,RUPAY,DEBIT,Branded Cards,2025-08-29T07:10:30.844789+05:30,137.47,INR,CityServices,Other,Pune,IN,ECOM,online,APPROVED,,0,,137.47,53,0,dev_135c9deee0,IN
txn_00107_765e6cb5,ACC6049,CUST12853,MASTERCARD,CREDIT,Branded Cards,2025-09-26T05:16:15.844789+05:30,163.13,INR,NetConnect,Utilities,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,163.13,13,0,,IN
txn_00108_6b9cd71c,ACC7135,CUST60132,VISA,CREDIT,Branded Cards,2025-09-13T00:47:28.844789+05:30,75,INR,SpeedFuel,Fuel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,75,13,0,,IN
txn_00109_3acb43a3,ACC5055,CUST70375,RUPAY,CREDIT,Branded Cards,2025-10-09T08:53:15.844789+05:30,75,INR,QuickServices,Other,Chennai,IN,POS,contactless,APPROVED,,0,,75,48,0,,IN
txn_00110_8a2db2e6,ACC4559,CUST17398,AMEX,CREDIT,Branded Cards,2025-11-30T20:11:21.844789+05:30,111.5,INR,SpeedFuel,Fuel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,111.5,8,0,,IN
