transaction_id,account_id,customer_id,card_network,card_type,product,txn_ts,amount_inr,currency,merchant_name,merchant_category,merchant_city,merchant_country,channel,auth_type,status,decline_reason,is_international,fx_rate,amount_base_inr,risk_score,fraud_label,device_id,ip_country,latitude,longitude
txn_00026_458f1f19,ACC6502,CUST51904,MASTERCARD,DEBIT,Branded Cards,2025-08-20T11:35:50.438179+05:30,75.00,INR,FunZone,Entertainment,Pune,IN,ECOM,online,APPROVED,,0,,75.00,32,0,dev_49b6aae05b,IN,,
txn_00027_05000bc6,ACC7232,CUST72518,MASTERCARD,CREDIT,Branded Cards,2026-01-04T01:43:26.438179+05:30,289.81,INR,UrbanCart,Ecomm,Delhi,IN,ECOM,online,DECLINED,NETWORK_ERROR,0,,289.81,61,0,dev_95c51155ff,IN,,
txn_00028_fb10987f,ACC9751,CUST13534,AMEX,DEBIT,Branded Cards,2025-09-26T16:58:51.438179+05:30,224.22,AED,WellnessRx,Pharmacy,Pune,AE,POS,contactless,APPROVED,,1,24.01,5384.25,52,0,,IN,,
txn_00029_d5bcb8d0,ACC2341,CUST71644,VISA,CREDIT,Branded Cards,2025-12-31T18:53:29.438179+05:30,75.00,INR,MediPlus,Pharmacy,Ahmedabad,IN,POS,contactless,APPROVED,,0,,75.00,29,0,,IN,23.067620,72.563556
txn_00030_5e6fea07,ACC3749,CUST89415,VISA,DEBIT,Branded Cards,2025-08-03T10:21:39.438179+05:30,78.47,INR,ClickBazaar,Ecomm,Mumbai,IN,ECOM,online,APPROVED,,0,,78.47,66,0,dev_41b31022f0,IN,,
txn_00031_99b49350,ACC2983,CUST84177,MASTERCARD,DEBIT,Branded Cards,2025-12-26T01:53:23.438179+05:30,75.00,INR,FuelPoint,Fuel,Bangalore,IN,ATM,atm_pin,APPROVED,,0,,75.00,20,0,,IN,12.998848,77.629629
txn_00032_eb6c1016,ACC9817,CUST73372,RUPAY,DEBIT,Branded Cards,2025-09-07T22:40:20.438179+05:30,258.70,INR,FuelPoint,Fuel,Chennai,IN,POS,contactless,APPROVED,,0,,258.70,51,0,,IN,13.097746,80.282291
txn_00033_5ad5cf06,ACC5232,CUST54608,AMEX,DEBIT,Branded Cards,2025-10-25T16:49:32.438179+05:30,183.33,INR,ShopSphere,Ecomm,Hyderabad,IN,ECOM,online,APPROVED,,0,,183.33,30,0,dev_7c2e8d0e87,IN,,
txn_00034_6786d506,ACC4986,CUST50135,AMEX,CREDIT,Branded Cards,2025-07-19T17:21:26.438179+05:30,128.26,INR,QuickServices,Other,Mumbai,IN,POS,contactless,APPROVED,,0,,128.26,36,0,,IN,19.027724,72.857124
txn_00035_c31edbbc,ACC4033,CUST35105,AMEX,DEBIT,Branded Cards,2025-11-10T20:54:07.438179+05:30,75.00,INR,CityServices,Other,Chennai,IN,POS,contactless,APPROVED,,0,,75.00,51,0,,IN,13.044655,80.274286
txn_00036_7daa39f0,ACC2680,CUST11607,AMEX,DEBIT,Branded Cards,2025-08-12T04:10:43.438179+05:30,75.00,INR,SpeedFuel,Fuel,Hyderabad,IN,POS,chip_pin,APPROVED,,0,,75.00,45,0,,IN,,
txn_00037_4dc82a1e,ACC2395,CUST42530,RUPAY,DEBIT,Branded Cards,2025-12-05T18:12:44.438179+05:30,75.00,INR,FunZone,Entertainment,Delhi,IN,ATM,atm_pin,APPROVED,,0,,75.00,48,0,,IN,28.669020,77.108784
txn_00038_a021c0ca,ACC4457,CUST44687,RUPAY,CREDIT,Branded Cards,2025-07-20T11:34:30.438179+05:30,75.00,INR,LocalStore,Other,Ahmedabad,IN,ECOM,online,APPROVED,,0,,75.00,50,0,dev_c3f295456e,US,,
txn_00039_1238d630,ACC4824,CUST44675,MASTERCARD,CREDIT,Branded Cards,2025-07-28T17:03:27.438179+05:30,209.94,INR,RailEase,Travel,Mumbai,IN,POS,contactless,APPROVED,,0,,209.94,49,0,,IN,,
txn_00040_4dd8eb85,ACC7594,CUST45683,MASTERCARD,DEBIT,Branded Cards,2025-08-29T18:52:15.438179+05:30,75.00,INR,FuelPoint,Fuel,Pune,IN,ECOM,online,APPROVED,,0,,75.00,61,0,dev_771fd5a423,IN,,
txn_00041_c19ad58c,ACC3870,CUST71669,RUPAY,DEBIT,Branded Cards,2025-08-25T14:48:37.438179+05:30,323.01,INR,FuelPoint,Fuel,Bangalore,IN,ECOM,online,APPROVED,,0,,323.01,98,1,dev_0a9384ec2b,AE,,
txn_00042_7ed70ed7,ACC5722,CUST96846,RUPAY,DEBIT,Branded Cards,2025-09-24T18:30:09.438179+05:30,214.20,INR,RailEase,Travel,Kolkata,IN,ECOM,online,APPROVED,,0,,214.20,61,0,dev_69546e035a,IN,,
txn_00043_341c6494,ACC5375,CUST81987,VISA,DEBIT,Branded Cards,2025-12-03T04:02:39.438179+05:30,82.23,INR,MetroPetro,Fuel,Hyderabad,IN,POS,contactless,APPROVED,,0,,82.23,44,0,,IN,17.397541,78.512699
txn_00044_b495db4e,ACC5479,CUST64459,RUPAY,DEBIT,Branded Cards,2025-09-03T21:20:17.438179+05:30,97.41,GBP,SpeedFuel,Fuel,Pune,GB,ECOM,online,APPROVED,,1,96.58,9408.30,85,1,dev_4ab77350ca,SG,,
txn_00045_4c6e27ff,ACC9022,CUST29476,MASTERCARD,DEBIT,Branded Cards,2025-09-12T18:55:19.438179+05:30,122.76,INR,QuickServices,Other,Kolkata,IN,POS,chip_pin,APPROVED,,0,,122.76,55,0,,IN,22.604655,88.342184
txn_00046_cfb87e6f,ACC7246,CUST60604,RUPAY,DEBIT,Branded Cards,2025-07-19T14:47:30.438179+05:30,88.47,INR,NetConnect,Utilities,Kolkata,IN,POS,contactless,APPROVED,,0,,88.47,31,0,,IN,22.597071,88.384423
txn_00047_f84f16b3,ACC3529,CUST19807,MASTERCARD,DEBIT,Branded Cards,2025-09-07T04:52:54.438179+05:30,77.42,INR,FreshBasket,Grocery,Chennai,IN,ECOM,online,APPROVED,,0,,77.42,58,0,dev_de68f45bce,IN,,
txn_00048_bf2c14a0,ACC2480,CUST66881,AMEX,DEBIT,Branded Cards,2025-12-10T15:27:25.438179+05:30,88.39,INR,MetroPetro,Fuel,Kolkata,IN,ATM,atm_pin,APPROVED,,0,,88.39,20,0,,IN,22.614693,88.413643
txn_00049_2cd1586a,ACC2293,CUST89887,VISA,DEBIT,Branded Cards,2025-09-29T15:58:05.438179+05:30,210.94,INR,RailEase,Travel,Hyderabad,IN,ECOM,online,DECLINED,INSUFFICIENT_FUNDS,0,,210.94,27,0,dev_2ecae28e66,IN,,
txn_00050_fcd6bdca,ACC5901,CUST93746,MASTERCARD,DEBIT,Branded Cards,2025-09-19T05:25:31.438179+05:30,431.88,INR,SkyRoute,Travel,Ahmedabad,IN,ECOM,online,APPROVED,,0,,431.88,39,0,dev_7112e89d10,IN,,
txn_00051_e91e314e,ACC9138,CUST47512,RUPAY,DEBIT,Branded Cards,2025-11-07T16:25:42.438179+05:30,160.37,INR,UrbanCart,Ecomm,Ahmedabad,IN,POS,contactless,APPROVED,,0,,160.37,52,0,,IN,,
txn_00052_088a93ec,ACC6977,CUST27224,AMEX,CREDIT,Branded Cards,2025-12-13T03:47:11.438179+05:30,800.88,INR,ClickBazaar,Ecomm,Hyderabad,IN,ECOM,online,APPROVED,,0,,800.88,45,0,dev_c94f1639a0,IN,,
txn_00053_bf1e8366,ACC6549,CUST25095,AMEX,DEBIT,Branded Cards,2025-09-08T11:47:22.438179+05:30,178.17,INR,SkyRoute,Travel,Delhi,IN,ECOM,online,APPROVED,,0,,178.17,35,0,dev_7bf1b64afe,IN,,
txn_00054_1bbc91f7,ACC4830,CUST71797,MASTERCARD,CREDIT,Branded Cards,2025-12-29T15:58:26.438179+05:30,75.00,INR,WellnessRx,Pharmacy,Chennai,IN,POS,contactless,DECLINED,LIMIT_EXCEEDED,0,,75.00,21,0,,IN,13.114942,80.314729
txn_00055_5efa9c5b,ACC9850,CUST64935,AMEX,CREDIT,Branded Cards,2025-08-08T08:54:18.438179+05:30,75.00,INR,FuelPoint,Fuel,Ahmedabad,IN,ECOM,online,APPROVED,,0,,75.00,46,0,dev_6322bae10e,IN,,
txn_00056_196f4dfa,ACC7018,CUST81364,RUPAY,CREDIT,Branded Cards,2025-07-24T01:28:19.438179+05:30,75.00,INR,PlayArena,Entertainment,Kolkata,IN,ATM,atm_pin,APPROVED,,0,,75.00,20,0,,IN,,
txn_00057_c9776598,ACC4362,CUST18992,VISA,DEBIT,Branded Cards,2025-08-17T06:59:19.438179+05:30,75.00,INR,SpiceTrail,Dining,Mumbai,IN,ATM,atm_pin,APPROVED,,0,,75.00,6,0,,IN,19.059351,72.926582
txn_00058_52e2afd9,ACC1258,CUST32838,MASTERCARD,CREDIT,Branded Cards,2025-10-30T12:37:23.438179+05:30,194.27,INR,PowerGrid,Utilities,Bangalore,IN,POS,chip_pin,APPROVED,,0,,194.27,13,0,,IN,13.000598,77.568393
txn_00059_4d37a539,ACC8504,CUST94323,MASTERCARD,DEBIT,Branded Cards,2025-12-29T12:18:59.438179+05:30,79.23,INR,QuickServices,Other,Mumbai,IN,POS,contactless,APPROVED,,0,,79.23,7,0,,IN,19.116875,72.893590
txn_00060_fe9fecaa,ACC9692,CUST48652,RUPAY,DEBIT,Branded Cards,2025-09-10T20:07:28.438179+05:30,75.00,INR,WellnessRx,Pharmacy,Mumbai,IN,POS,contactless,DECLINED,INSUFFICIENT_FUNDS,0,,75.00,44,0,,IN,19.080836,72.860219
txn_00061_ec48bf55,ACC8770,CUST18799,RUPAY,CREDIT,Branded Cards,2025-12-13T11:25:23.438179+05:30,75.00,INR,FuelPoint,Fuel,Pune,IN,POS,chip_pin,APPROVED,,0,,75.00,25,0,,IN,18.507830,73.821964
txn_00062_6c4596f6,ACC1842,CUST47700,VISA,DEBIT,Branded Cards,2025-08-05T03:09:18.438179+05:30,75.00,INR,FuelPoint,Fuel,Chennai,IN,ECOM,online,APPROVED,,0,,75.00,65,0,dev_f0aa53c19c,IN,,
txn_00063_d85c16bd,ACC1430,CUST89822,AMEX,CREDIT,Branded Cards,2025-07-21T04:47:37.438179+05:30,129.30,INR,QuickServices,Other,Delhi,IN,ECOM,online,APPROVED,,0,,129.30,44,0,dev_3992f837d4,IN,,
txn_00064_bf012e32,ACC9691,CUST38197,VISA,CREDIT,Branded Cards,2025-09-30T23:14:43.438179+05:30,75.00,INR,TasteHub,Dining,Hyderabad,IN,ATM,atm_pin,APPROVED,,0,,75.00,9,0,,IN,17.398317,78.439766
txn_00065_9b69554d,ACC8242,CUST64287,RUPAY,DEBIT,Branded Cards,2025-10-28T06:40:56.438179+05:30,107.93,INR,CityCab,Travel,Hyderabad,IN,ECOM,online,APPROVED,,0,,107.93,48,0,dev_6ca974d079,IN,,
txn_00066_4d29d1ab,ACC4460,CUST27987,VISA,DEBIT,Branded Cards,2025-11-01T03:59:33.438179+05:30,75.00,INR,MediPlus,Pharmacy,Hyderabad,IN,ECOM,online,APPROVED,,0,,75.00,30,0,dev_010e0630cd,IN,,
txn_00067_04cc3ede,ACC8532,CUST20205,AMEX,CREDIT,Branded Cards,2025-10-16T17:34:06.438179+05:30,88.42,INR,DailyMart,Grocery,Kolkata,IN,POS,contactless,APPROVED,,0,,88.42,27,0,,IN,22.608776,88.318130
txn_00068_96c044d0,ACC7560,CUST78676,RUPAY,DEBIT,Branded Cards,2025-12-16T00:07:18.438179+05:30,75.00,INR,HealthFirst,Pharmacy,Mumbai,IN,POS,contactless,APPROVED,,0,,75.00,28,0,,IN,19.110448,72.852032
txn_00069_328067a1,ACC3842,CUST88957,AMEX,DEBIT,Branded Cards,2025-11-26T14:39:53.438179+05:30,502.08,INR,UrbanCart,Ecomm,Delhi,IN,POS,chip_pin,APPROVED,,0,,502.08,46,0,,IN,28.677727,77.067144
txn_00070_117b355b,ACC8682,CUST67961,VISA,CREDIT,Branded Cards,2025-07-28T03:30:20.438179+05:30,154.46,INR,FunZone,Entertainment,Ahmedabad,IN,ECOM,online,APPROVED,,0,,154.46,45,0,dev_2650ee7a92,IN,,
txn_00071_0a8076ec,ACC8368,CUST84928,AMEX,CREDIT,Branded Cards,2025-07-23T07:40:39.438179+05:30,287.17,INR,NetConnect,Utilities,Mumbai,IN,POS,contactless,DECLINED,INVALID_PIN,0,,287.17,34,0,,IN,19.121423,72.901592
txn_00072_28a39779,ACC6962,CUST58870,AMEX,DEBIT,Branded Cards,2025-10-25T00:25:32.438179+05:30,86.19,INR,QuickServices,Other,Bangalore,IN,POS,contactless,APPROVED,,0,,86.19,50,0,,IN,12.965542,77.596875
txn_00073_4f40c22f,ACC7171,CUST94343,RUPAY,DEBIT,Branded Cards,2025-10-13T09:52:41.438179+05:30,75.00,INR,GreenLeaf Grocers,Grocery,Chennai,IN,POS,chip_pin,APPROVED,,0,,75.00,47,0,,IN,13.092204,80.314500
txn_00074_81f7f3fb,ACC9843,CUST79013,VISA,DEBIT,Branded Cards,2025-12-27T02:16:11.438179+05:30,103.45,INR,LocalStore,Other,Bangalore,IN,POS,chip_pin,APPROVED,,0,,103.45,13,0,,IN,12.951179,77.623412
txn_00075_9c4ffb46,ACC5668,CUST68841,MASTERCARD,DEBIT,Branded Cards,2025-11-06T19:05:18.438179+05:30,120.95,INR,SkyRoute,Travel,Delhi,IN,ECOM,online,APPROVED,,0,,120.95,45,0,dev_f83ccec76c,IN,,
txn_00076_d11fc8c0,ACC4271,CUST89254,MASTERCARD,DEBIT,Branded Cards,2025-12-01T05:25:43.438179+05:30,257.23,INR,StarCinemas,Entertainment,Chennai,IN,ECOM,online,APPROVED,,0,,257.23,27,0,dev_f76b2d5b09,IN,,
txn_00077_e27718c5,ACC6727,CUST13495,VISA,DEBIT,Branded Cards,2025-09-21T12:35:31.438179+05:30,121.23,INR,NetConnect,Utilities,Mumbai,IN,ECOM,online,APPROVED,,0,,121.23,45,0,dev_38e916da57,IN,,
txn_00078_2387eaf6,ACC8685,CUST68799,RUPAY,DEBIT,Branded Cards,2025-08-01T14:20:23.438179+05:30,243.06,INR,UrbanCart,Ecomm,Mumbai,IN,POS,chip_pin,APPROVED,,0,,243.06,7,0,,IN,19.108976,72.897307
txn_00079_d6312a80,ACC9189,CUST88215,VISA,CREDIT,Branded Cards,2025-08-21T13:55:57.438179+05:30,75.00,INR,SpiceTrail,Dining,Delhi,IN,POS,contactless,APPROVED,,0,,75.00,31,0,,IN,28.716381,77.058781
txn_00080_fd034ada,ACC9316,CUST82633,MASTERCARD,CREDIT,Branded Cards,2025-12-31T00:18:54.438179+05:30,105.99,INR,Cafe Mosaic,Dining,Bangalore,IN,POS,chip_pin,APPROVED,,0,,105.99,28,0,,IN,12.974206,77.595333
txn_00081_551ff086,ACC3185,CUST15811,RUPAY,CREDIT,Branded Cards,2025-10-06T18:39:04.438179+05:30,75.00,INR,HealthFirst,Pharmacy,Hyderabad,IN,ECOM,online,APPROVED,,0,,75.00,65,0,dev_bc94f79dba,IN,,
txn_00082_e2c328aa,ACC1686,CUST51365,AMEX,CREDIT,Branded Cards,2025-10-17T19:45:59.438179+05:30,124.49,INR,PlayArena,Entertainment,Ahmedabad,IN,ECOM,online,APPROVED,,0,,124.49,29,0,dev_ca0b36e356,IN,,
txn_00083_f945f2fd,ACC4060,CUST75038,RUPAY,DEBIT,Branded Cards,2025-07-11T20:25:00.438179+05:30,75.00,INR,SpiceTrail,Dining,Pune,IN,POS,chip_pin,APPROVED,,0,,75.00,30,0,,IN,18.559864,73.845364
txn_00084_e95f176c,ACC6776,CUST90589,AMEX,DEBIT,Branded Cards,2025-09-16T04:32:05.438179+05:30,75.00,INR,FuelPoint,Fuel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,75.00,49,0,,IN,22.567313,88.386581
txn_00085_5ef787b8,ACC7095,CUST68188,VISA,CREDIT,Branded Cards,2025-12-16T17:38:06.438179+05:30,75.00,INR,HealthFirst,Pharmacy,Delhi,IN,ATM,atm_pin,APPROVED,,0,,75.00,41,0,,IN,28.669444,77.097492
txn_00086_9ca3fbb3,ACC5678,CUST74382,MASTERCARD,DEBIT,Branded Cards,2025-11-15T10:03:57.438179+05:30,75.00,INR,HealthFirst,Pharmacy,Hyderabad,IN,POS,chip_pin,DECLINED,SUSPECTED_FRAUD,0,,75.00,21,0,,IN,17.405404,78.458157
txn_00087_d9f2dd0d,ACC3580,CUST93584,MASTERCARD,CREDIT,Branded Cards,2025-11-22T01:22:10.438179+05:30,119.02,INR,StarCinemas,Entertainment,Ahmedabad,IN,ATM,atm_pin,APPROVED,,0,,119.02,23,0,,IN,,
txn_00088_ffe575f6,ACC8842,CUST78903,MASTERCARD,CREDIT,Branded Cards,2025-09-21T23:37:26.438179+05:30,75.00,INR,ShopSphere,Ecomm,Pune,IN,ECOM,online,DECLINED,LIMIT_EXCEEDED,0,,75.00,42,0,dev_4f10d4de39,IN,,
txn_00089_1fc905f8,ACC9488,CUST30056,VISA,CREDIT,Branded Cards,2025-10-20T08:32:10.438179+05:30,148.09,INR,NetConnect,Utilities,Mumbai,IN,POS,contactless,APPROVED,,0,,148.09,13,0,,IN,19.117071,72.833241
txn_00090_9780c215,ACC3526,CUST32439,MASTERCARD,DEBIT,Branded Cards,2025-07-20T15:47:40.438179+05:30,215.72,INR,UrbanCart,Ecomm,Hyderabad,IN,ECOM,online,APPROVED,,0,,215.72,27,0,dev_a480a8a23d,IN,,
txn_00091_4a27ebf2,ACC5949,CUST73300,AMEX,CREDIT,Branded Cards,2025-11-03T23:44:44.438179+05:30,75.00,INR,FreshBasket,Grocery,Bangalore,IN,ATM,atm_pin,APPROVED,,0,,75.00,44,0,,IN,12.971404,77.607316
txn_00092_586a346a,ACC7532,CUST27139,AMEX,DEBIT,Branded Cards,2025-10-02T19:46:52.438179+05:30,112.65,INR,FuelPoint,Fuel,Bangalore,IN,POS,contactless,APPROVED,,0,,112.65,51,0,,IN,,
txn_00093_f1fac6e7,ACC7442,CUST76249,VISA,DEBIT,Branded Cards,2025-09-10T05:45:59.438179+05:30,226.35,GBP,UrbanCart,Ecomm,Mumbai,GB,POS,chip_pin,APPROVED,,1,109.69,24828.51,64,0,,IN,19.056854,72.830018
txn_00094_49e1cd13,ACC2204,CUST60639,MASTERCARD,DEBIT,Branded Cards,2025-08-28T22:08:03.438179+05:30,113.11,USD,FreshBasket,Grocery,Hyderabad,US,POS,contactless,APPROVED,,1,81.76,9247.50,48,0,,IN,17.391182,78.472952
txn_00095_79474bfa,ACC9508,CUST69898,AMEX,CREDIT,Branded Cards,2025-11-27T16:27:28.438179+05:30,88.12,INR,SkyRoute,Travel,Kolkata,IN,POS,contactless,APPROVED,,0,,88.12,7,0,,IN,22.536304,88.347204
txn_00096_54cc1e2a,ACC2795,CUST64596,MASTERCARD,DEBIT,Branded Cards,2025-08-09T03:19:44.438179+05:30,75.00,INR,PowerGrid,Utilities,Kolkata,IN,ATM,atm_pin,APPROVED,,0,,75.00,50,0,,IN,22.570089,88.315564
txn_00097_3e00980e,ACC1517,CUST85047,VISA,DEBIT,Branded Cards,2025-07-10T10:31:47.438179+05:30,104.51,INR,TasteHub,Dining,Pune,IN,ECOM,online,APPROVED,,0,,104.51,60,0,dev_d225d4a0fc,IN,,
txn_00098_7a768555,ACC9609,CUST59391,MASTERCARD,CREDIT,Branded Cards,2025-10-17T08:13:32.438179+05:30,95.48,INR,FunZone,Entertainment,Kolkata,IN,POS,chip_pin,APPROVED,,0,,95.48,13,0,,IN,22.578689,88.413712
txn_00099_cb9faf6d,ACC5480,CUST47721,RUPAY,DEBIT,Branded Cards,2025-12-04T17:39:05.438179+05:30,145.60,INR,LocalStore,Other,Hyderabad,IN,POS,chip_pin,APPROVED,,0,,145.60,36,0,,IN,17.369880,78.530070
txn_00100_1bf645f6,ACC4920,CUST41779,RUPAY,DEBIT,Branded Cards,2025-12-23T19:11:47.438179+05:30,75.00,INR,PowerGrid,Utilities,Hyderabad,IN,POS,chip_pin,APPROVED,,0,,75.00,39,0,,IN,17.391202,78.463862
txn_00101_52380bf2,ACC5676,CUST94659,MASTERCARD,CREDIT,Branded Cards,2025-12-21T11:16:26.438179+05:30,155.20,INR,FreshBasket,Grocery,Kolkata,IN,POS,contactless,APPROVED,,0,,155.20,35,0,,IN,22.542546,88.410291
txn_00102_025f5543,ACC5888,CUST84443,MASTERCARD,CREDIT,Branded Cards,2025-08-04T10:37:27.438179+05:30,85.12,INR,CityCab,Travel,Delhi,IN,ATM,atm_pin,DECLINED,NETWORK_ERROR,0,,85.12,23,0,,IN,,
txn_00103_41dc1c60,ACC4050,CUST11846,AMEX,DEBIT,Branded Cards,2025-10-11T03:47:22.438179+05:30,75.00,INR,PlayArena,Entertainment,Ahmedabad,IN,ECOM,online,APPROVED,,0,,75.00,58,0,dev_75bb2aa146,IN,,
